link_id,post_type_key,keyword,anchor_text,anchor_variants,target_url,link_role,category,priority,active,usage_context,city,service_tags,event_context_tags,event_tags,language,notes
wp_page_19,*,Kontakt,Kontakt,kontakt zum flairlab team,https://staging.flairlab.de/kontakt-zum-flairlab-team/,seite,Seite,low,False,"Nur verwenden, wenn das konkrete Seitenthema ausdrücklich zum Text passt",,,,,de-DE,"WordPress REST API: page ID 19; inactive: utility, test, old, duplicate, or landing-page target—review before activation"
wp_page_5786,*,kundenbewertung,kundenbewertung,,https://staging.flairlab.de/kundenbewertung/,seite,Seite,low,False,"Nur verwenden, wenn das konkrete Seitenthema ausdrücklich zum Text passt",,,,,de-DE,"WordPress REST API: page ID 5786; inactive: utility, test, old, duplicate, or landing-page target—review before activation"
wp_page_19527,*,lp,lp,,https://staging.flairlab.de/lp/,seite,Seite,low,False,"Nur verwenden, wenn das konkrete Seitenthema ausdrücklich zum Text passt",,,,,de-DE,"WordPress REST API: page ID 19527; inactive: utility, test, old, duplicate, or landing-page target—review before activation"
wp_page_18212,*,ogier,ogier,ogier barmixer berlin,https://staging.flairlab.de/ogier-barmixer-berlin/,seite,Seite,low,False,"Nur verwenden, wenn das konkrete Seitenthema ausdrücklich zum Text passt",Berlin,,,,de-DE,"WordPress REST API: page ID 18212; inactive: utility, test, old, duplicate, or landing-page target—review before activation"
wp_page_18692,*,Simi,Simi,,https://staging.flairlab.de/simi/,seite,Seite,low,False,"Nur verwenden, wenn das konkrete Seitenthema ausdrücklich zum Text passt",,,,,de-DE,"WordPress REST API: page ID 18692; inactive: utility, test, old, duplicate, or landing-page target—review before activation"
wp_page_15172,*,Teambuilding Event – Cocktail workshop,Teambuilding Event – Cocktail workshop,teambuilding event cocktail workshop,https://staging.flairlab.de/teambuilding-event-cocktail-workshop-2/,seite,Seite,low,False,"Nur verwenden, wenn das konkrete Seitenthema ausdrücklich zum Text passt",,,,,de-DE,"WordPress REST API: page ID 15172; inactive: utility, test, old, duplicate, or landing-page target—review before activation"
wp_page_15362,*,test ogier,test ogier,,https://staging.flairlab.de/test_ogier/,seite,Seite,low,False,"Nur verwenden, wenn das konkrete Seitenthema ausdrücklich zum Text passt",,,,,de-DE,"WordPress REST API: page ID 15362; inactive: utility, test, old, duplicate, or landing-page target—review before activation"
wp_page_20962,*,Barcatering Berlin,Barcatering Berlin,,https://staging.flairlab.de/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,Berlin,,,,de-DE,WordPress REST API: page ID 20962
wp_page_15494,*,Barkeeper Job Berlin,Barkeeper Job Berlin,,https://staging.flairlab.de/barkeeper-job-berlin/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,Berlin,,,,de-DE,WordPress REST API: page ID 15494
wp_page_14432,*,Barkeeper mieten Berlin,Barkeeper mieten Berlin,,https://staging.flairlab.de/barkeeper-mieten-berlin/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,Berlin,,,,de-DE,WordPress REST API: page ID 14432
wp_page_14298,*,Cocktailcatering Berlin,Cocktailcatering Berlin,cocktailcatering,https://staging.flairlab.de/cocktailcatering/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,Berlin,,,,de-DE,WordPress REST API: page ID 14298
wp_page_2612,*,Cocktailkarte,Cocktailkarte,flairlab cocktailkarte,https://staging.flairlab.de/flairlab-cocktailkarte/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 2612
wp_page_17,*,Cocktailkurse & Team Building Events,Cocktailkurse & Team Building Events,cocktailkurse team building events,https://staging.flairlab.de/cocktailkurse-team-building-events/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 17
wp_page_139,*,Cocktailshow,Cocktailshow,,https://staging.flairlab.de/cocktailshow/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 139
wp_page_98,*,Corporate Events,Corporate Events,,https://staging.flairlab.de/corporate-events/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 98
wp_page_19702,*,Event Location,Event Location,,https://staging.flairlab.de/event-location/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 19702
wp_page_12078,*,Kaffeecatering aus Berlin,Kaffeecatering aus Berlin,kaffee catering berlin,https://staging.flairlab.de/kaffee-catering-berlin/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,Berlin,,,,de-DE,WordPress REST API: page ID 12078
wp_page_14492,*,Kaffeecatering aus Berlin 2023 Responsive,Kaffeecatering aus Berlin 2023 Responsive,kaffeecatering aus berlin responsive,https://staging.flairlab.de/kaffeecatering-aus-berlin-2023-responsive/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,Berlin,,,,de-DE,WordPress REST API: page ID 14492
wp_page_2564,*,Künstler buchen,Künstler buchen,kuenstler buchen,https://staging.flairlab.de/kuenstler-buchen/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 2564
wp_page_161,*,Location,Location,,https://staging.flairlab.de/location/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 161
wp_page_2360,*,Mehrsprachige Barkeeper,Mehrsprachige Barkeeper,,https://staging.flairlab.de/mehrsprachige-barkeeper/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 2360
wp_page_14729,*,Messe catering,Messe catering,,https://staging.flairlab.de/messe-catering/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 14729
wp_page_4012,*,Mobile Bar,Mobile Bar,,https://staging.flairlab.de/mobile-bar/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 4012
wp_page_15519,*,"Mobile Bar Berlin – Mieten für Partys, Hochzeiten, Events","Mobile Bar Berlin – Mieten für Partys, Hochzeiten, Events",mobile bar berlin mieten,https://staging.flairlab.de/mobile-bar-berlin-mieten/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,Berlin,,,,de-DE,WordPress REST API: page ID 15519
wp_page_26224,*,Mobilebar Portfolio,Mobilebar Portfolio,,https://staging.flairlab.de/mobilebar-portfolio/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 26224
wp_page_102,*,Privatfeier,Privatfeier,,https://staging.flairlab.de/privatfeier/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 102
wp_page_4021,*,Produkt-Promotion für eine gelungene Markteinführung!,Produkt-Promotion für eine gelungene Markteinführung!,produkt promotion,https://staging.flairlab.de/produkt-promotion/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 4021
wp_page_11,*,Showbarkeeper and Cocktailshow,Showbarkeeper and Cocktailshow,showbarkeeper cocktailshow,https://staging.flairlab.de/showbarkeeper-cocktailshow/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 11
wp_page_25337,*,Showbarkeeper Videos & Event-Impressionen,Showbarkeeper Videos & Event-Impressionen,showbarkeeper videos,https://staging.flairlab.de/showbarkeeper-videos/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 25337
wp_page_14357,*,Smoothie Catering,Smoothie Catering,,https://staging.flairlab.de/smoothie-catering/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 14357
wp_page_3863,*,Smoothie-Fahrrad,Smoothie-Fahrrad,smoothie fahrrad,https://staging.flairlab.de/smoothie-fahrrad/,service,Service,medium,True,Wenn dieser Service oder ein eng verwandter Bedarf im Text erwähnt wird,,,,,de-DE,WordPress REST API: page ID 3863
